FAA	ICAO	LATITUDE	LONGITITUDE	NAME	CITY	COUNTRY
DTM	EDLW	51.518314	7.612242	Dortmund	Dortmund	Germany
AGB	EDMA	48.425158	10.931764	Augsburg	Augsburg	Germany
	EDMB	48.111	9.762833	Biberach An Der Riss	Biberach	Germany
	EDME	48.396167	12.723667	Eggenfelden	Eggenfelden	Germany
	EDMN	48.108833	10.524333	Mindelheim Mattsies	Mindelheim	Germany
OBF	EDMO	48.081364	11.283067	Oberpfaffenhofen	Oberpfaffenhofen	Germany
	EDMS	48.90095	12.518186	Straubing	Straubing	Germany
	EDMV	48.635167	13.195667	Vilshofen	Vilshofen	Germany
	EDNL	47.859117	10.014572	Leutkirch Unterzeil	Leutkirch	Germany
FDH	EDNY	47.671317	9.511486	Friedrichshafen	Friedrichshafen	Germany
SZW	EDOP	53.426997	11.783436	Schwerin Parchim	Parchim	Germany
ZSN	EDOV	52.627778	11.818333	Stendal Borstel	Stendal	Germany
	EDPA	48.777833	10.264667	Aalen Heidenheim Elchingen	Aalen-heidenheim	Germany
BYU	EDQD	49.984428	11.638569	Bayreuth	Bayreuth	Germany
	EDQE	49.793833	11.133167	Burg Feuerstein	Burg Feuerstein	Germany
HOQ	EDQM	50.288836	11.854919	Hof Plauen	Hof	Germany
	EDQT	50.018	10.5295	Hassfurt Schweinfurt	Hassfurt	Germany
ZNV	EDRK	50.3255	7.528667	Koblenz Winningen	Koblenz	Germany
ZQF	EDRT	49.8635	6.788167	Trier Fohren	Trier	Germany
ZQC	EDRY	49.302776	8.451195	Speyer	Speyer	Germany
	EDRZ	49.209525	7.400647	Zweibrucken	Zweibruecken	Germany
ZQL	EDTD	47.973331	8.522223	Donaueschingen Villingen	Donaueschingen	Germany
	EDTF	48.022653	7.832583	Freiburg	Freiburg	Germany
	EDTM	48.053833	9.372833	Mengen Hohentengen	Mengen	Germany
	EDTY	49.118317	9.783956	Schwabisch Hall	Schwaebisch Hall	Germany
	EDUS	51.6075	13.738	Finsterwalde Schacksdorf	Soest	Germany
BWE	EDVE	52.319167	10.556111	Braunschweig Wolfsburg	Braunschweig	Germany
KSF	EDVK	51.408394	9.377631	Kassel Calden	Kassel	Germany
	EDVM	52.179833	9.945667	Hildesheim	Hildesheim	Germany
BRV	EDWB	53.507081	8.572878	Bremerhaven	Bremerhaven	Germany
EME	EDWE	53.391186	7.227408	Emden	Emden	Germany
	EDWF	53.271592	7.442344	Leer Papenburg	Leer	Germany
WVN	EDWI	53.504833	8.053333	Wilhelmshaven Mariensiel	Wilhelmshaven	Germany
BMK	EDWR	53.5955	6.709167	Borkum	Borkum	Germany
NRD	EDWY	53.706822	7.230247	Norderney	Norderney	Germany
FLF	EDXF	54.771772	9.378214	Flensburg Schaferhaus	Flensburg	Germany
	EDXR	54.220928	9.600803	Rendsburg Schachtholm	Rendsburg	Germany
GWT	EDXW	54.91325	8.340472	Westerland Sylt	Westerland	Germany
	EEEI	59.260286	24.208467	Amari	Armari Air Force Base	Estonia
KDL	EEKA	58.990756	22.830733	Kardla	Kardla	Estonia
URE	EEKE	58.229883	22.509494	Kuressaare	Kuressaare	Estonia
EPU	EEPU	58.419044	24.472819	Parnu	Parnu	Estonia
TLL	EETN	59.413317	24.832844	Tallinn	Tallinn-ulemiste International	Estonia
TAY	EETU	58.307461	26.690428	Tartu	Tartu	Estonia
ENF	EFET	68.362586	23.424322	Enontekio	Enontekio	Finland
	EFEU	61.116112	22.201389	Eura	Eura	Finland
KEV	EFHA	61.85605	24.7866	Halli	Halli	Finland
HEM	EFHF	60.254558	25.042828	Helsinki Malmi	Helsinki	Finland
HEL	EFHK	60.317222	24.963333	Helsinki Vantaa	Helsinki	Finland
	EFHM	61.689656	23.073744	Hameenkyro	Hameenkyro	Finland
	EFHN	59.848864	23.083583	Hanko	Hanko	Finland
HYV	EFHV	60.654444	24.881111	Hyvinkaa	Hyvinkaa	Finland
	EFIK	60.462502	23.6525	Kiikala	Kikala	Finland
	EFIM	61.249172	28.903711	Immola	Immola	Finland
	EFIT	62.166111	30.073611	Kitee	Kitee	Finland
IVL	EFIV	68.607269	27.405328	Ivalo	Ivalo	Finland
JOE	EFJO	62.662906	29.60755	Joensuu	Joensuu	Finland
JYV	EFJY	62.399453	25.678253	Jyvaskyla	Jyvaskyla	Finland
KAU	EFKA	63.127078	23.051442	Kauhava	Kauhava	Finland
KEM	EFKE	65.781889	24.5991	Kemi Tornio	Kemi	Finland
KAJ	EFKI	64.285472	27.692414	Kajaani	Kajaani	Finland
	EFKJ	62.462502	22.393055	Kauhajoki	Kauhajoki	Finland
KOK	EFKK	63.721172	23.143131	Kruunupyy	Kruunupyy	Finland
	EFKM	66.712883	27.156786	Kemijarvi	Kemijarvi	Finland
KAO	EFKS	65.987575	29.239381	Kuusamo	Kuusamo	Finland
KTT	EFKT	67.701022	24.84685	Kittila	Kittila	Finland
KUO	EFKU	63.00715	27.797756	Kuopio	Kuopio	Finland
	EFLA	61.144158	25.693508	Lahti Vesivehmaa	Vesivehmaa	Finland
LPP	EFLP	61.044553	28.144397	Lappeenranta	Lappeenranta	Finland
MHQ	EFMA	60.122203	19.898156	Mariehamn	Mariehamn	Finland
	EFME	62.946667	23.518889	Menkijarvi	Menkijarvi	Finland
MIK	EFMI	61.6866	27.201794	Mikkeli	Mikkeli	Finland
	EFNU	60.333889	24.296389	Nummela	Nummela	Finland
OUL	EFOU	64.930061	25.354564	Oulu	Oulu	Finland
	EFPI	61.245558	22.193356	Piikajarvi	Piikajarvi	Finland
POR	EFPO	61.461686	21.799983	Pori	Pori	Finland
	EFPU	65.402222	26.946944	Pudasjarvi	Pudasjarvi	Finland
	EFPY	63.731917	25.926306	Pyhasalmi	Pyhasalmi	Finland
	EFRH	64.688056	24.695833	Raahe Pattijoki	Pattijoki	Finland
	EFRN	62.065481	28.356494	Rantasalmi	Rantasalmi	Finland
RVN	EFRO	66.564822	25.830411	Rovaniemi	Rovaniemi	Finland
	EFRY	60.744722	24.107778	Rayskala	Rayskala	Finland
SVL	EFSA	61.943064	28.945136	Savonlinna	Savonlinna	Finland
	EFSE	61.062389	26.798861	Selanpaa	Selanpaa	Finland
SOT	EFSO	67.395033	26.619133	Sodankyla	Sodankyla	Finland
TMP	EFTP	61.414147	23.604392	Tampere Pirkkala	Tampere	Finland
	EFTS	61.77335	24.027006	Teisko	Teisko	Finland
TKU	EFTU	60.514142	22.262808	Turku	Turku	Finland
QVY	EFUT	60.896394	26.938353	Utti	Utti	Finland
VAA	EFVA	63.05065	21.762175	Vaasa	Vaasa	Finland
VRK	EFVR	62.171111	27.868611	Varkaus	Varkaus	Finland
	EFYL	64.060547	24.715953	Ylivieska	Ylivieska-raudaskyla	Finland
BFS	EGAA	54.6575	-6.215833	Belfast Intl	Belfast	United Kingdom
ENK	EGAB	54.398889	-7.651667	St Angelo	Enniskillen	United Kingdom
BHD	EGAC	54.618056	-5.8725	Belfast City	Belfast	United Kingdom
LDY	EGAE	55.042778	-7.161111	City of Derry	Londonderry	United Kingdom
BHX	EGBB	52.453856	-1.748028	Birmingham	Birmingham	United Kingdom
CVT	EGBE	52.369722	-1.479722	Coventry	Coventry	United Kingdom
	EGBG	52.607778	-1.031944	Leicester	Leicester	United Kingdom
GLO	EGBJ	51.894167	-2.167222	Gloucestershire	Golouchestershire	United Kingdom
	EGBO	52.5175	-2.259444	Wolverhampton	Halfpenny Green	United Kingdom
	EGBP	51.668056	-2.056944	Kemble	Pailton	United Kingdom
	EGBT	52.040833	-1.095556	Turweston	Turweston	United Kingdom
	EGBW	52.192222	-1.614444	Wellesbourne Mountford	Wellesbourne	United Kingdom
MAN	EGCC	53.353744	-2.27495	Manchester	Manchester	United Kingdom
	EGCD	53.338056	-2.148889	Manchester Woodford	Woodfort	United Kingdom
	EGDC	51.087167	-4.150339	Chivenor	Chivenor	United Kingdom
NQY	EGDG	50.440558	-4.995408	St Mawgan	Newquai	United Kingdom
LYE	EGDL	51.505144	-1.993428	Lyneham	Lyneham	United Kingdom
	EGDM	51.152189	-1.747414	Boscombe Down	Boscombe Down	United Kingdom
	EGDR	50.086092	-5.255711	Culdrose	Culdrose	United Kingdom
	EGDX	51.404811	-3.43575	St Athan	St. Athan	United Kingdom
YEO	EGDY	51.009358	-2.638819	Yeovilton	Yeovilton	United Kingdom
	EGFE	51.833056	-4.961111	Haverfordwest	Haverfordwest	United Kingdom
CWL	EGFF	51.396667	-3.343333	Cardiff	Cardiff	United Kingdom
SWS	EGFH	51.605333	-4.067833	Swansea	Swansea	United Kingdom
BRS	EGGD	51.382669	-2.719089	Bristol	Bristol	United Kingdom
LPL	EGGP	53.333611	-2.849722	Liverpool	Liverpool	United Kingdom
LTN	EGGW	51.874722	-0.368333	Luton	London	United Kingdom
PLH	EGHD	50.422778	-4.105833	Plymouth	Plymouth	United Kingdom
BOH	EGHH	50.78	-1.8425	Bournemouth	Bournemouth	United Kingdom
SOU	EGHI	50.950261	-1.356803	Southampton	Southampton	United Kingdom
QLA	EGHL	51.187167	-1.0335	Lasham	Lasham	United Kingdom
ACI	EGJA	49.706111	-2.214722	Alderney	Alderney	Guernsey
GCI	EGJB	49.434956	-2.601969	Guernsey	Guernsey	Guernsey
JER	EGJJ	49.207947	-2.195508	Jersey	Jersey	Jersey
ESH	EGKA	50.835556	-0.297222	Shoreham	Shoreham By Sea	United Kingdom
BQH	EGKB	51.330833	0.0325	Biggin Hill	Biggin Hill	United Kingdom
LGW	EGKK	51.148056	-0.190278	Gatwick	London	United Kingdom
LCY	EGLC	51.505278	0.055278	City	London	United Kingdom
FAB	EGLF	51.275833	-0.776333	Farnborough	Farnborough	United Kingdom
	EGLJ	51.676111	-1.080833	Chalgrove	Chalsgrove	United Kingdom
BBS	EGLK	51.323889	-0.8475	Blackbushe	Blackbushe	United Kingdom
LHR	EGLL	51.4775	-0.461389	Heathrow	London	United Kingdom
SEN	EGMC	51.571389	0.695556	Southend	Southend	United Kingdom
LYX	EGMD	50.956111	0.939167	Lydd	Lydd	United Kingdom
MSE	EGMH	51.342222	1.346111	Manston	Manston	United Kingdom
	EGNB	53.719667	-0.566333	Brough	Brough	United Kingdom
CAX	EGNC	54.9375	-2.809167	Carlisle	Carlisle	United Kingdom
	EGNE	53.280556	-0.951389	Gamston	Repton	United Kingdom
BLK	EGNH	53.771667	-3.028611	Blackpool	Blackpool	United Kingdom
HUY	EGNJ	53.574444	-0.350833	Humberside	Humberside	United Kingdom
BWF	EGNL	54.131167	-3.263667	Walney Island	Barrow Island	United Kingdom
LBA	EGNM	53.865897	-1.660569	Leeds Bradford	Leeds	United Kingdom
	EGNO	53.745097	-2.883061	Warton	Warton	United Kingdom
CEG	EGNR	53.178056	-2.977778	Hawarden	Hawarden	United Kingdom
IOM	EGNS	54.083333	-4.623889	Isle Of Man	Isle Of Man	Isle of Man
NCL	EGNT	55.0375	-1.691667	Newcastle	Newcastle	United Kingdom
MME	EGNV	54.509189	-1.429406	Durham Tees Valley Airport	Teesside	United Kingdom
EMA	EGNX	52.831111	-1.328056	Nottingham East Midlands	East Midlands	United Kingdom
	EGOD	52.811744	-4.123575	Llanbedr	Llanbedr	United Kingdom
	EGOE	52.871164	-2.533561	Ternhill	Ternhill	United Kingdom
	EGOS	52.798169	-2.668042	Shawbury	Shawbury	United Kingdom
	EGOW	53.581575	-3.055522	Woodvale	Woodvale	United Kingdom
KOI	EGPA	58.957778	-2.905	Kirkwall	Kirkwall	United Kingdom
LSI	EGPB	59.878889	-1.295556	Sumburgh	Sumburgh	United Kingdom
WIC	EGPC	58.458889	-3.093056	Wick	Wick	United Kingdom
ABZ	EGPD	57.201944	-2.197778	Dyce	Aberdeen	United Kingdom
INV	EGPE	57.5425	-4.0475	Inverness	Inverness	United Kingdom
GLA	EGPF	55.871944	-4.433056	Glasgow	Glasgow	United Kingdom
EDI	EGPH	55.95	-3.3725	Edinburgh	Edinburgh	United Kingdom
ILY	EGPI	55.681944	-6.256667	Islay	Islay	United Kingdom
PIK	EGPK	55.509444	-4.586667	Prestwick	Prestwick	United Kingdom
BEB	EGPL	57.481111	-7.362778	Benbecula	Benbecula	United Kingdom
SDZ	EGPM	60.432778	-1.296111	Scatsta	Scatsta	United Kingdom
DND	EGPN	56.452499	-3.025833	Dundee	Dundee	United Kingdom
SYY	EGPO	58.215556	-6.331111	Stornoway	Stornoway	United Kingdom
TRE	EGPU	56.499167	-6.869167	Tiree	Tiree	United Kingdom
ADX	EGQL	56.372889	-2.868444	Leuchars	Leuchars	United Kingdom
LMO	EGQS	57.705214	-3.339169	Lossiemouth	Lossiemouth	United Kingdom
CBG	EGSC	52.205	0.175	Cambridge	Cambridge	United Kingdom
	EGSF	52.468056	-0.251111	Conington	Peterborough	United Kingdom
NWI	EGSH	52.675833	1.282778	Norwich	Norwich	United Kingdom
STN	EGSS	51.885	0.235	Stansted	London	United Kingdom
	EGSX	51.721667	0.154167	North Weald	North Weald	United Kingdom
	EGSY	53.394256	-1.388486	Sheffield City	Fowlmere	United Kingdom
	EGTC	52.072222	-0.616667	Cranfield	Cranfield	United Kingdom
EXT	EGTE	50.734444	-3.413889	Exeter	Exeter	United Kingdom
FZO	EGTG	51.519444	-2.590833	Bristol Filton	Bristol	United Kingdom
OXF	EGTK	51.836944	-1.32	Kidlington	Oxford	United Kingdom
	EGUB	51.616389	-1.095833	Benson	Benson	United Kingdom
	EGUL	52.409333	0.561	Lakenheath	Lakenheath	United Kingdom
MHZ	EGUN	52.361933	0.486406	Mildenhall	Mildenhall	United Kingdom
	EGUW	52.127283	0.956264	Wattisham	Wattisham	United Kingdom
	EGUY	52.357167	-0.107833	Wyton	Wyton	United Kingdom
FFD	EGVA	51.682167	-1.790028	Fairford	Fairford	United Kingdom
BZZ	EGVN	51.749964	-1.583617	Brize Norton	Brize Norton	United Kingdom
ODH	EGVO	51.234139	-0.942825	Odiham	Odiham	United Kingdom
	EGWC	52.640028	-2.305578	Cosford	Cosford	United Kingdom
NHT	EGWU	51.553	-0.418167	Northolt	Northolt	United Kingdom
QCY	EGXC	53.093014	-0.166014	Coningsby	Coningsby	United Kingdom
	EGXD	54.137186	-1.420253	Dishforth	Dishforth	United Kingdom
	EGXE	54.292383	-1.5354	Leeming	Leeming	United Kingdom
	EGXG	53.834333	-1.1955	Church Fenton	Church Fenton	United Kingdom
BEQ	EGXH	52.342611	0.772939	Honington	Honington	United Kingdom
	EGXJ	52.735711	-0.648769	Cottesmore	Cottesmore	United Kingdom
	EGXP	53.307778	-0.550833	Scampton	Scampton	United Kingdom
	EGXT	52.612558	-0.476453	Wittering	Wittering	United Kingdom
	EGXU	54.048911	-1.252747	Linton On Ouse	Linton-on-ouse	United Kingdom
WTN	EGXW	53.166167	-0.523811	Waddington	Waddington	United Kingdom
	EGXZ	54.205522	-1.382094	Topcliffe	Topcliffe	United Kingdom
	EGYD	53.03035	-0.483242	Cranwell	Cranwell	United Kingdom
	EGYE	52.962225	-0.561625	Barkston Heath	Barkston Heath	United Kingdom
KNF	EGYM	52.648353	0.550692	Marham	Marham	United Kingdom
MPN	EGYP	-51.822777	-58.447222	Mount Pleasant	Mount Pleasant	Falkland Islands
AMS	EHAM	52.308613	4.763889	Schiphol	Amsterdam	Netherlands
	EHBD	51.25528	5.601389	Budel	Weert	Netherlands
MST	EHBK	50.911658	5.770144	Maastricht	Maastricht	Netherlands
	EHDL	52.060556	5.873056	Deelen	Deelen	Netherlands
	EHDR	53.119167	6.129722	Drachten	Drachten	Netherlands
EIN	EHEH	51.450139	5.374528	Eindhoven	Eindhoven	Netherlands
GRQ	EHGG	53.11972	6.579444	Eelde	Groningen	Netherlands
	EHGR	51.567389	4.931833	Gilze Rijen	Gilze-rijen	Netherlands
DHR	EHKD	52.923353	4.780625	De Kooy	De Kooy	Netherlands
	EHLE	52.460278	5.527222	Lelystad	Lelystad	Netherlands
LWR	EHLW	53.228611	5.760556	Leeuwarden	Leeuwarden	Netherlands
RTM	EHRD	51.956944	4.437222	Rotterdam	Rotterdam	Netherlands
UTC	EHSB	52.1273	5.27619	Soesterberg	Soesterberg	Netherlands
ENS	EHTW	52.27	6.874167	Twenthe	Enschede	Netherlands
LID	EHVB	52.166139	4.417944	Valkenburg	Valkenburg	Netherlands
WOE	EHWO	51.449092	4.342031	Woensdrecht	Woensdrecht	Netherlands
ORK	EICK	51.841269	-8.491111	Cork	Cork	Ireland
GWY	EICM	53.300175	-8.941592	Galway	Galway	Ireland
DUB	EIDW	53.421333	-6.270075	Dublin	Dublin	Ireland
NOC	EIKN	53.910297	-8.818492	Ireland West Knock	Connaught	Ireland
KIR	EIKY	52.180878	-9.523783	Kerry	Kerry	Ireland
	EIME	53.301667	-6.451333	Casement	Casement	Ireland
SNN	EINN	52.701978	-8.924817	Shannon	Shannon	Ireland
SXL	EISG	54.280214	-8.599206	Sligo	Sligo	Ireland
WAT	EIWF	52.1872	-7.086964	Waterford	Waterford	Ireland
AAR	EKAH	56.300017	10.619008	Aarhus	Aarhus	Denmark
BLL	EKBI	55.740322	9.151778	Billund	Billund	Denmark
CPH	EKCH	55.617917	12.655972	Kastrup	Copenhagen	Denmark
EBJ	EKEB	55.525942	8.553403	Esbjerg	Esbjerg	Denmark
	EKGH	55.941387	12.382222	Gronholt Hillerod	Gronholt	Denmark
KRP	EKKA	56.297458	9.124628	Karup	Karup	Denmark
	EKLS	57.277228	11.000083	Laeso	Laeso	Denmark
	EKMB	54.699344	11.440117	Lolland Falster Maribo	Maribo	Denmark
ODE	EKOD	55.476664	10.330933	Odense	Odense	Denmark
	EKPB	54.870306	9.279014	Krusa Padborg	Krusa-padborg	Denmark
RKE	EKRK	55.585567	12.131428	Roskilde	Copenhagen	Denmark
RNN	EKRN	55.063267	14.759558	Bornholm Ronne	Ronne	Denmark
SGD	EKSB	54.964367	9.791731	Sonderborg	Soenderborg	Denmark
SKS	EKSP	55.225553	9.263931	Skrydstrup	Skrydstrup	Denmark
	EKSV	56.550208	9.172983	Skive	Skive	Denmark
TED	EKTS	57.0688	8.705225	Thisted	Thisted	Denmark
	EKVD	55.436283	9.330925	Kolding Vamdrup	Kolding	Denmark
FAE	EKVG	62.063628	-7.277219	Vagar	Vagar	Faroe Islands
	EKVH	56.846944	9.458611	Aars	Vesthimmerland	Denmark
STA	EKVJ	55.990122	8.353906	Stauning	Stauning	Denmark
AAL	EKYT	57.092789	9.849164	Aalborg	Aalborg	Denmark
LUX	ELLX	49.626575	6.211517	Luxembourg	Luxemburg	Luxembourg
AES	ENAL	62.560372	6.110164	Vigra	Alesund	Norway
ANX	ENAN	69.2925	16.144167	Andenes	Andoya	Norway
ALF	ENAT	69.976111	23.371667	Alta	Alta	Norway
	ENBM	60.63885	6.501497	Bomoen	Voss	Norway
BNN	ENBN	65.461111	12.2175	Bronnoy	Bronnoysund	Norway
BOO	ENBO	67.269167	14.365278	Bodo	Bodo	Norway
BGO	ENBR	60.293386	5.218142	Flesland	Bergen	Norway
BJF	ENBS	70.600278	29.6925	Batsfjord	Batsfjord	Norway
KRS	ENCN	58.204214	8.085369	Kjevik	Kristiansand	Norway
	ENDI	60.416667	8.512778	Dagali	Geilo	Norway
BDU	ENDU	69.055758	18.540356	Bardufoss	Bardufoss	Norway
EVE	ENEV	68.4913	16.678108	Evenes	Harstad/Narvik	Norway
VDB	ENFG	61.015556	9.288056	Leirin	Fagernes	Norway
FRO	ENFL	61.583611	5.024722	Floro	Floro	Norway
OSL	ENGM	60.193917	11.100361	Gardermoen	Oslo	Norway
HAU	ENHD	59.345267	5.208364	Karmoy	Haugesund	Norway
HAA	ENHK	70.486675	22.139744	Hasvik	Hasvik	Norway
KSU	ENKB	63.111781	7.824522	Kvernberget	Kristiansund	Norway
	ENKJ	59.969336	11.036089	Kjeller	Kjeller	Norway
KKN	ENKR	69.725781	29.891295	Hoybuktmoen	Kirkenes	Norway
FAN	ENLI	58.099486	6.62605	Lista	Farsund	Norway
MOL	ENML	62.744722	7.2625	Aro	Molde	Norway
MJF	ENMS	65.783997	13.214914	Kjaerstad	Mosjoen	Norway
LKL	ENNA	70.068814	24.973489	Banak	Lakselv	Norway
NTB	ENNO	59.565683	9.212222	Notodden	Notodden	Norway
OLA	ENOL	63.698908	9.604003	Orland	Orland	Norway
RRS	ENRO	62.578411	11.342347	Roros	Roros	Norway
RYG	ENRY	59.378933	10.785389	Moss	Rygge	Norway
LYR	ENSB	78.246111	15.465556	Longyear	Svalbard	Norway
SKE	ENSN	59.185	9.566944	Geiteryggen	Skien	Norway
SRP	ENSO	59.791925	5.34085	Sorstokken	Stord	Norway
SSJ	ENST	65.956828	12.468944	Stokka	Sandnessjoen	Norway
TOS	ENTC	69.683333	18.918919	Langnes	Tromso	Norway
TRF	ENTO	59.186703	10.258628	Torp	Sandefjord	Norway
TRD	ENVA	63.457556	10.92425	Vaernes	Trondheim	Norway
SVG	ENZV	58.876778	5.637856	Sola	Stavanger	Norway
	EPBC	52.268494	20.911047	Babice	Warsaw	Poland
GDN	EPGD	54.377569	18.466222	Lech Walesa	Gdansk	Poland
KRK	EPKK	50.077731	19.784836	Balice	Krakow	Poland
	EPKM	50.238147	19.034181	Muchowiec	Katowice	Poland
KTW	EPKT	50.474253	19.080019	Pyrzowice	Katowice	Poland
	EPML	50.322275	21.462131	Mielec	Mielec	Poland
POZ	EPPO	52.421031	16.826325	Lawica	Poznan	Poland
RZE	EPRZ	50.109958	22.019	Jasionka	Rzeszow	Poland
SZZ	EPSC	53.584731	14.902206	Goleniow	Szczecin	Poland
OSP	EPSK	54.478889	17.1075	Redzikowo	Slupsk	Poland
	EPSN	53.790639	15.82625	Swidwin	Shapaja	Poland
WAW	EPWA	52.16575	20.967122	Okecie	Warsaw	Poland
WRO	EPWR	51.102683	16.885836	Strachowice	Wroclaw	Poland
IEG	EPZG	52.138517	15.798556	Babimost	Zielona Gora	Poland
	ESCF	58.402278	15.525683	Malmen	Linkoeping	Sweden
	ESCK	58.610867	16.103592	Bravalla	Norrkoeping	Sweden
	ESCM	59.897328	17.588581	Uppsala	Uppsala	Sweden
RNB	ESDF	56.266667	15.265	Ronneby	Ronneby	Sweden
	ESFR	58.498136	13.053231	Rada	Rada	Sweden
GOT	ESGG	57.662836	12.279819	Landvetter	Gothenborg	Sweden
JKG	ESGJ	57.757594	14.068731	Jonkoping	Joenkoeping	Sweden
	ESGK	58.169794	13.587847	Falkoping	Falkoping	Sweden
LDK	ESGL	58.465522	13.174414	Lidkoping	Lidkoping	Sweden
GSE	ESGP	57.774722	11.870372	Save	Gothenborg	Sweden
KVB	ESGR	58.4564	13.972672	Skovde	Skovde	Sweden
THN	ESGT	58.318056	12.345	Trollhattan Vanersborg	Trollhattan	Sweden
	ESIA	58.513842	14.507119	Karlsborg	Karlsborg	Sweden
	ESIB	58.426445	12.714389	Satenas	Satenas	Sweden
	ESKB	59.418694	17.890694	Barkarby	Stockholm	Sweden
KSK	ESKK	59.345867	14.495922	Karlskoga	Karlskoga	Sweden
MXX	ESKM	60.957908	14.511383	Mora	Mora	Sweden
NYO	ESKN	58.788636	16.912189	Skavsta	Stockholm	Sweden
	ESKV	59.675856	12.639442	Arvika	Arvika	Sweden
	ESMA	56.610761	15.604761	Emmaboda	Emmaboda	Sweden
	ESMG	56.950278	13.921667	Feringe	Ljungby	Sweden
KID	ESMK	55.921686	14.085536	Kristianstad	Kristianstad	Sweden
JLD	ESML	55.944444	12.869444	Landskrona	Landskrona	Sweden
OSK	ESMO	57.350453	16.497972	Oskarshamn	Oskarshamn	Sweden
	ESMP	57.264167	13.599439	Anderstorp	Anderstorp	Sweden
KLR	ESMQ	56.685531	16.287578	Kalmar	Kalkmar	Sweden
MMX	ESMS	55.530193	13.371639	Sturup	Malmoe	Sweden
HAD	ESMT	56.691128	12.820211	Halmstad	Halmstad	Sweden
	ESMV	57.292222	14.137222	Hagshult	Hagshult	Sweden
VXO	ESMX	56.929144	14.727994	Kronoberg	Vaxjo	Sweden
	ESNA	63.738333	15.458333	Hallviken	Hallviken	Sweden
	ESNC	62.408889	13.747222	Hedlanda	Hede	Sweden
EVG	ESND	62.047811	14.42295	Sveg	Sveg	Sweden
GEV	ESNG	67.132408	20.814636	Gallivare	Gallivare	Sweden
HUV	ESNH	61.768092	17.080719	Hudiksvall	Hudiksvall	Sweden
	ESNJ	66.496236	20.147181	Jokkmokk	Jokkmokk	Sweden
KRF	ESNK	63.048597	17.768856	Kramfors Solleftea	Kramfors	Sweden
LYC	ESNL	64.548322	18.716219	Lycksele	Lycksele	Sweden
	ESNM	63.128611	14.802778	Optand	Optand	Sweden
SDL	ESNN	62.528125	17.443928	Sundsvall Harnosand	Sundsvall	Sweden
OER	ESNO	63.408339	18.990039	Ornskoldsvik	Ornskoldsvik	Sweden
	ESNP	65.398333	21.260833	Pitea	Pitea	Sweden
KRN	ESNQ	67.821986	20.336764	Kiruna	Kiruna	Sweden
	ESNR	61.190033	14.712567	Orsa	Orsa	Sweden
SFT	ESNS	64.624772	21.076892	Skelleftea	Skelleftea	Sweden
	ESNT	62.481369	17.002917	Sattna	Sattna	Sweden
UME	ESNU	63.791828	20.282758	Umea	Umea	Sweden
VHM	ESNV	64.579083	16.833575	Vilhelmina	Vilhelmina	Sweden
AJR	ESNX	65.590278	19.281944	Arvidsjaur	Arvidsjaur	Sweden
ORB	ESOE	59.223733	15.037956	Orebro	Orebro	Sweden
VST	ESOW	59.589444	16.633611	Vasteras	Vasteras	Sweden
LLA	ESPA	65.543758	22.121989	Kallax	Lulea	Sweden
	ESPE	65.875325	20.149917	Vidsel	Vidsel	Sweden
	ESQO	59.386585	15.924055	Arboga	Arboga	Sweden
ARN	ESSA	59.651944	17.918611	Arlanda	Stockholm	Sweden
BMA	ESSB	59.354372	17.94165	Bromma	Stockholm	Sweden
BLE	ESSD	60.422017	15.515211	Borlange	Borlange	Sweden
HLF	ESSF	57.525833	15.823333	Hultsfred	Hultsfred	Sweden
GVX	ESSK	60.593333	16.951389	Gavle	Gavle	Sweden
LPI	ESSL	58.40615	15.680508	Saab	Linkoeping	Sweden
NRK	ESSP	58.586253	16.250622	Kungsangen	Norrkoeping	Sweden
	ESSU	59.351078	16.7084	Eskilstuna	Eskilstuna	Sweden
VBY	ESSV	57.662797	18.346211	Visby	Visby	Sweden
	ESUK	67.764789	20.257228	Kalixfors	Kalixfors	Sweden
SPM	ETAD	49.972667	6.6925	Spangdahlem Ab	Spangdahlem	Germany
RMS	ETAR	49.436911	7.600283	Ramstein Ab	Ramstein	Germany
	ETEJ	49.920433	10.914233	Bamberg Aaf	Bamberg	Germany
GHF	ETEU	49.648131	9.966494	Giebelstadt Aaf	Giebelstadt	Germany
	ETHB	52.2785	9.082167	Buckeburg	Brueckeburg	Germany
ZCN	ETHC	52.5912	10.022133	Celle	Celle	Germany
	ETHE	52.291167	7.387	Rheine Bentlage	Rheine-brentlange	Germany
	ETHF	51.1145	9.285833	Fritzlar	Fritzlar	Germany
	ETHL	48.220297	9.910019	Laupheim	Laupheim	Germany
	ETHM	50.366	7.315333	Mendig	Mendig	Germany
	ETHN	49.391833	9.958167	Niederstetten	Niederstetten	Germany
	ETHR	49.2175	11.100167	Roth	Roth	Germany
	ETHS	52.919406	10.197528	Fassberg	Fassberg	Germany
	ETIC	49.698686	11.940175	Grafenwohr Aaf	Grafenwoehr	Germany
ZNF	ETID	50.169189	8.961586	Hanau Aaf	Hanau	Germany
	ETIH	49.218056	11.836111	Hohenfels Aaf	Hohenfels	Germany
	ETIN	49.743057	10.200556	Kitzingen Aaf	Kitzingen	Germany
	ETMN	53.767667	8.6585	Nordholz	Nordholz	Germany
	ETND	52.585514	8.341014	Diepholz	Diepholz	Germany
GKE	ETNG	50.960817	6.042422	Geilenkirchen	Geilenkirchen	Germany
